NCESID,UD_SchooName,UD_StateProgram,UD_CountyName,UD_StateABV,UD_ZIP,Y14_data,Y14_GradeLevel_WithPreschool,UD_LocaleNum,UD_Locale,Y14_Enrollment_CAT,Y14_FreeReducedLunch_CAT,Y14_NONWHITE_CAT2,Y14_ImplementationLevel,Y14_UnifiedSportsComponent,Y14_YouthLeadershipComponent,Y14_WholeSchoolComponent,Y13_GradeLevel_WithPreschool,Y13_ImplementationLevel,Y13_NONWHITE_CAT2,Y13_data,Y13_UnifiedSportsComponent,Y13_YouthLeadershipComponent,Y13_WholeSchoolComponent
63237004989,Dunn Elementary,Southern California,San Bernardino County,SCA,92376,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63255005014,Collins Elementary,Northern California,Contra Costa County,NCA,94564,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63255005017,Crespi Junior High,Northern California,Contra Costa County,NCA,94803,1,Middle,21,Suburb: Large,<500,76%-100%,777,Developing,1,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
63255005018,De Anza High,Northern California,Contra Costa County,NCA,94803,1,High,21,Suburb: Large,1001-1500,51%-75%,More than 90%,Full-implementation,1,1,1,High,Full-implementation School,More than 90%,1.00,1.00,1.00,1.00
63255005022,El Cerrito High,Northern California,Contra Costa County,NCA,94530,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63255005037,John F. Kennedy High,Northern California,Contra Costa County,NCA,94804,1,High,21,Suburb: Large,501-1000,76%-100%,777,Full-implementation,1,1,1,High,Emerging School,More than 90%,1.00,0.00,0.00,0.00
63255005050,Peres Elementary,Southern California,Contra Costa County,SCA,94801,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63255005051,Pinole Middle,Northern California,Contra Costa County,NCA,94564,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Middle,Full-implementation School,76%-90%,1.00,1.00,1.00,1.00
63255005053,Fred T. Korematsu Middle,Northern California,Contra Costa County,NCA,94530,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63255005063,Tara Hills Elementary,Northern California,Contra Costa County,NCA,94806,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63255005067,Washington Elementary,Northern California,Contra Costa County,NCA,94801,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63255011226,-99,Northern California,-99,NCA,-99,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Middle,Emerging School,More than 90%,1.00,0.00,0.00,1.00
63264005079,Spring Creek Matanzas Charter,Northern California,Sonoma County,NCA,95405,1,Elementary,12,City: Midsize,501-1000,26%-50%,26%-50%,Full-implementation,1,1,1,Elementary,Emerging School,51%-75%,1.00,1.00,0.00,0.00
63315005154,John W. North High,Southern California,Riverside County,SCA,92507,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63315008268,Martin Luther King Jr. High,Southern California,Riverside County,SCA,92508,1,High,11,City: Large,>1500,26%-50%,51%-75%,Full-implementation,1,1,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63363003513,Woodcreek High,Northern California,Placer County,NCA,95747,0,#NULL!,12,City: Midsize,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,High,Full-implementation School,26%-50%,1.00,1.00,1.00,1.00
63363005190,Oakmont High,Northern California,Placer County,NCA,95661,1,High,12,City: Midsize,>1500,0%-25%,777,Developing,1,0,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63363005191,Roseville High,Northern California,Placer County,NCA,95678,0,#NULL!,12,City: Midsize,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63363006168,Granite Bay High,Northern California,Placer County,NCA,95746,1,High,21,Suburb: Large,>1500,0%-25%,777,Developing,1,0,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63363012310,Antelope High,Northern California,Sacramento County,NCA,95843,1,High,21,Suburb: Large,>1500,51%-75%,777,Full-implementation,1,1,1,High,Full-implementation School,51%-75%,1.00,1.00,1.00,1.00
63375005918,Rowland Unified Community Day,Southern California,Los Angeles County,SCA,91748,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
633840,-99,Northern California,-99,NCA,-99,1,#NULL!,#NULL!,-99,777,777,777,Developing,1,1,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
63384005225,Bret Harte Elementary,Northern California,Sacramento County,NCA,95818,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63384005257,John F. Kennedy High,Northern California,Sacramento County,NCA,95831,1,High,11,City: Large,>1500,51%-75%,777,Developing,1,0,1,High,Emerging School,76%-90%,1.00,0.00,0.00,1.00
63384005264,Luther Burbank High,Northern California,Sacramento County,NCA,95823,1,High,11,City: Large,>1500,76%-100%,777,Full-implementation,1,1,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63384005283,Sutter Middle,Northern California,Sacramento County,NCA,95816,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63386002404,Rancho Santa Margarita Intermediate,Northern California,Orange County,NCA,92688,1,Middle,21,Suburb: Large,1001-1500,0%-25%,26%-50%,Full-implementation,1,1,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63386003453,Robinson Elementary,Southern California,Orange County,SCA,92679,1,Elementary,21,Suburb: Large,501-1000,0%-25%,26%-50%,Full-implementation,1,1,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63386005296,El Toro High,Southern California,Orange County,SCA,92630,1,High,21,Suburb: Large,>1500,26%-50%,51%-75%,Full-implementation,1,1,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63386005297,Esperanza Education Center,Northern California,Orange County,NCA,92691,1,High,21,Suburb: Large,<500,26%-50%,26%-50%,Developing,1,0,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63386005299,Glen Yermo Elementary,Southern California,Orange County,SCA,92691,1,Elementary,21,Suburb: Large,<500,51%-75%,777,Full-implementation,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
63386005301,La Paz Intermediate,Southern California,Orange County,SCA,92691,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63386005307,Mission Viejo High,Southern California,Orange County,SCA,92691,1,High,21,Suburb: Large,>1500,0%-25%,26%-50%,Full-implementation,1,1,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63386005308,Montevideo Elementary,Southern California,Orange County,SCA,92691,1,Elementary,21,Suburb: Large,<500,0%-25%,26%-50%,Full-implementation,1,1,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63386005314,Serrano Intermediate,Southern California,Orange County,SCA,92630,1,Middle,21,Suburb: Large,1001-1500,26%-50%,51%-75%,Full-implementation,1,1,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63386008957,Trabuco Hills High,Southern California,Orange County,SCA,92691,1,High,21,Suburb: Large,>1500,0%-25%,26%-50%,Full-implementation,1,1,1,High,Full-implementation School,26%-50%,1.00,1.00,1.00,1.00
63386009186,Trabuco Mesa Elementary,Southern California,Orange County,SCA,92688,1,Elementary,21,Suburb: Large,501-1000,0%-25%,26%-50%,Full-implementation,1,1,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63398004694,Everett Alvarez High,Northern California,Monterey County,NCA,93906,0,#NULL!,12,City: Midsize,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,High,Developing School,More than 90%,1.00,1.00,1.00,0.00
63398005332,Alisal High,Northern California,Monterey County,NCA,93905,0,#NULL!,12,City: Midsize,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63398005335,North Salinas High,Northern California,Monterey County,NCA,93906,0,#NULL!,12,City: Midsize,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,High,Emerging School,More than 90%,1.00,0.00,0.00,0.00
63398005336,Salinas High,Northern California,Monterey County,NCA,93901,0,#NULL!,12,City: Midsize,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63398005337,Washington Middle,Northern California,Monterey County,NCA,93901,0,#NULL!,12,City: Midsize,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63398014401,Rancho San Juan High,Northern California,Monterey County,NCA,93901,0,#NULL!,41,Rural: Fringe,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,High,Emerging School,More than 90%,1.00,0.00,0.00,0.00
63414005344,San Benito High,Northern California,San Benito County,NCA,95023,1,High,32,Town: Distant,>1500,51%-75%,777,Full-implementation,1,1,1,High,Full-implementation School,76%-90%,1.00,1.00,1.00,1.00
63417005351,Cajon High,Southern California,San Bernardino County,SCA,92407,0,#NULL!,12,City: Midsize,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63429005401,Brittan Acres Elementary,Northern California,San Mateo County,NCA,94070,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63429005402,Central Middle,Northern California,San Mateo County,NCA,94070,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63429005403,Heather Elementary,Northern California,San Mateo County,NCA,94070,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63432005426,Burbank Elementary,Southern California,San Diego County,SCA,92113,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63432005434,Clairemont High,Southern California,San Diego County,SCA,92117,1,High,11,City: Large,501-1000,51%-75%,777,Full-implementation,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
63432005468,Garfield High,Southern California,San Diego County,SCA,92101,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63432005479,Henry High,Southern California,San Diego County,SCA,92120,1,High,11,City: Large,>1500,26%-50%,51%-75%,Full-implementation,1,1,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63432005482,Hoover High,Southern California,San Diego County,SCA,92115,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63432005520,Mira Mesa High,Southern California,San Diego County,SCA,92126,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63432005526,Morse High,Northern California,San Diego County,NCA,92114,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63432005536,Pershing Middle,Northern California,San Diego County,NCA,92119,1,Middle,11,City: Large,501-1000,26%-50%,51%-75%,Full-implementation,1,1,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63432011143,San Diego Business/Leadership,Southern California,San Diego County,SCA,92101,1,High,11,City: Large,501-1000,76%-100%,777,Full-implementation,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
63441003976,Marshall (Thurgood) High,Northern California,San Francisco County,NCA,94124,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,High,Full-implementation School,More than 90%,1.00,1.00,1.00,1.00
63441005580,Giannini (A.P.) Middle,Northern California,San Francisco County,NCA,94122,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005581,Lincoln (Abraham) High,Northern California,San Francisco County,NCA,94116,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005585,Aptos Middle,Northern California,San Francisco County,NCA,94127,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005587,Balboa High,Northern California,San Francisco County,NCA,94112,1,High,11,City: Large,1001-1500,51%-75%,777,Emerging,0,0,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005591,Harte (Bret) Elementary,Northern California,San Francisco County,NCA,94124,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005599,Lau (Gordon J.) Elementary,Northern California,San Francisco County,NCA,94108,1,Elementary,11,City: Large,501-1000,76%-100%,777,Emerging,0,1,0,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005607,Huerta (Dolores) Elementary,Northern California,San Francisco County,NCA,94131,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005609,Key (Francis Scott) Elementary,Southern California,San Francisco County,SCA,94122,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005610,Francisco Middle,Northern California,San Francisco County,NCA,94133,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005612,Galileo High,Northern California,San Francisco County,NCA,94109,1,High,11,City: Large,>1500,51%-75%,More than 90%,Full-implementation,1,1,1,High,Full-implementation School,More than 90%,1.00,1.00,1.00,1.00
63441005613,Garfield Elementary,Northern California,San Francisco County,NCA,94133,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Elementary,Emerging School,76%-90%,1.00,1.00,0.00,0.00
63441005617,Washington (George) High,Northern California,San Francisco County,NCA,94121,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005618,Glen Park Elementary,Northern California,San Francisco County,NCA,94131,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005620,Grattan Elementary,Northern California,San Francisco County,NCA,94117,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005626,Buena Vista/ Horace Mann K-8,Northern California,San Francisco County,NCA,94110,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005628,Denman (James) Middle,Northern California,San Francisco County,NCA,94112,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005629,-99,Northern California,-99,NCA,-99,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Middle,Full-implementation School,More than 90%,1.00,1.00,1.00,1.00
63441005631,Jefferson Elementary,Northern California,San Francisco County,NCA,94122,1,Elementary,11,City: Large,<500,26%-50%,777,Developing,1,0,1,Elementary,Emerging School,51%-75%,1.00,0.00,0.00,0.00
63441005637,Lafayette Elementary,Northern California,San Francisco County,NCA,94121,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005639,Lawton Alternative Elementary,Southern California,San Francisco County,SCA,94122,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005641,Longfellow Elementary,Northern California,San Francisco County,NCA,94112,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005643,Lowell High,Northern California,San Francisco County,NCA,94132,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,High,Full-implementation School,76%-90%,1.00,1.00,1.00,1.00
63441005645,Marina Middle,Northern California,San Francisco County,NCA,94123,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Middle,Emerging School,More than 90%,1.00,1.00,0.00,0.00
63441005648,Miraloma Elementary,Northern California,San Francisco County,NCA,94127,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005650,Mission High,Northern California,San Francisco County,NCA,94114,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,High,Full-implementation School,76%-90%,1.00,1.00,1.00,1.00
63441005652,New Traditions Elementary,Northern California,San Francisco County,NCA,94117,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005657,Presidio Middle,Northern California,San Francisco County,NCA,94121,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005660,Stevenson (Robert Louis) Elementary,Northern California,San Francisco County,NCA,94116,1,Elementary,11,City: Large,<500,26%-50%,777,Developing,1,0,1,Elementary,Developing School,More than 90%,1.00,1.00,0.00,1.00
63441005666,Clarendon Alternative Elementary,Northern California,San Francisco County,NCA,94131,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Elementary,Developing School,51%-75%,1.00,1.00,0.00,1.00
63441005668,Sherman Elementary,Northern California,San Francisco County,NCA,94123,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005672,Sunnyside Elementary,Southern California,San Francisco County,SCA,94112,1,Elementary,11,City: Large,<500,0%-25%,777,Emerging,0,0,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005677,Visitacion Valley Elementary,Northern California,San Francisco County,NCA,94134,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005678,Visitacion Valley Middle,Northern California,San Francisco County,NCA,94134,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005679,West Portal Elementary,Northern California,San Francisco County,NCA,94127,1,Elementary,11,City: Large,501-1000,26%-50%,777,Developing,1,0,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441007842,Everett Middle,Northern California,San Francisco County,NCA,94114,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441008189,Burton (Phillip and Sala) Academic High,Northern California,San Francisco County,NCA,94134,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,High,Emerging School,More than 90%,1.00,0.00,0.00,0.00
63441008967,Yick Wo Elementary,Northern California,San Francisco County,NCA,94133,1,Elementary,11,City: Large,<500,26%-50%,777,Emerging,0,0,0,Elementary,Emerging School,51%-75%,1.00,1.00,0.00,0.00
63441011252,Jordan (June) School for Equity,Southern California,San Francisco County,SCA,94112,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441012494,S.F. International High,Northern California,San Francisco County,NCA,94107,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63459005706,Rachel Carson Elementary,Northern California,Santa Clara County,NCA,95136,1,Elementary,11,City: Large,<500,26%-50%,777,Emerging,0,0,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63459005707,Castillero Middle,Northern California,Santa Clara County,NCA,95120,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63459005716,Gunderson High,Northern California,Santa Clara County,NCA,95136,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63459005732,Pioneer High,Northern California,Santa Clara County,NCA,95118,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63459005746,Willow Glen High,Northern California,Santa Clara County,NCA,95125,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63462005799,Mira Loma High,Northern California,Sacramento County,NCA,95821,1,High,13,City: Small,>1500,51%-75%,51%-75%,Full-implementation,1,1,1,High,Emerging School,51%-75%,1.00,0.00,1.00,1.00
63462007853,Laurel Ruff Transition,Northern California,Sacramento County,NCA,95841,1,High,21,Suburb: Large,<500,26%-50%,777,Developing,1,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
63486005885,Huntington Middle,Southern California,Los Angeles County,SCA,91108,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63492005906,George Hall Elementary,Northern California,San Mateo County,NCA,94403,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63498005920,Burlingame High,Northern California,San Mateo County,NCA,94010,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63498005921,Capuchino High,Northern California,San Mateo County,NCA,94066,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63498005923,Hillsdale High,Northern California,San Mateo County,NCA,94403,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63498005924,Mills High,Northern California,San Mateo County,NCA,94030,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63498013476,Peninsula High,Northern California,San Mateo County,NCA,94066,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63507005930,San Pasqual Valley Elementary,Southern California,Imperial County,SCA,92283,0,#NULL!,41,Rural: Fringe,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
